spikerate ITI cue push reward
2.37549157463945 1 0 0 0
3.27454996295273 1 0 0 0
3.991617646534 1 0 0 0
5.55731100030243 1 0 0 0
5.05756778875366 1 0 0 0
4.6236042981036 1 0 0 0
3.96751845255494 1 0 0 0
4.22475673258305 1 0 0 0
3.08451749151573 1 0 0 0
2.51870567444712 1 0 0 0
2.10021215025336 1 0 0 0
1.73595294472761 1 0 0 0
1.10142478661146 1 0 0 0
0.851201271871105 1 0 0 0
1.01738916782779 1 0 0 0
0.375782836272265 1 0 0 0
0.241138078308722 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0.699141473887721 1 0 0 0
5.18492830451578 1 0 0 0
8.10048461426049 1 0 0 0
8.72446899302304 1 0 0 0
7.94529390987009 1 0 0 0
6.26359152374789 1 0 0 0
5.12000737944618 1 0 0 0
6.48514425847679 1 0 0 0
7.25616165436804 1 0 0 0
9.10725991707295 1 0 0 0
14.1272724140435 1 0 0 0
18.345688469708 1 0 0 0
23.0234952177852 1 0 0 0
22.4506128579378 1 0 0 0
20.1349640265107 1 0 0 0
14.502527192235 1 0 0 0
9.67177259735763 1 0 0 0
6.38112844899297 1 0 0 0
4.22445293224882 1 0 0 0
2.69322769599967 1 0 0 0
1.43570071668364 1 0 0 0
0.959376582613913 1 0 0 0
0.490519720187876 1 0 0 0
0.607470479735639 1 0 0 0
0.534820856046281 1 0 0 0
0.772569350374397 1 0 0 0
0.567539076655521 1 0 0 0
0.710762469680049 1 0 0 0
0.510317853695597 1 0 0 0
0.837173342006281 1 0 0 0
0.6839823199698 1 0 0 0
0.789628145867027 1 0 0 0
0.701726603438146 1 0 0 0
0.90480347716948 1 0 0 0
0.889163107785862 1 0 0 0
0.704173602571245 1 0 0 0
0.539946326171048 1 0 0 0
0.390829000025406 1 0 0 0
0.445182846306125 1 0 0 0
0.426350536145037 1 0 0 0
0.271050304945675 1 0 0 0
0.32523963272979 1 0 0 0
0.51606607667054 1 0 0 0
0.583033383009024 1 0 0 0
0.753507345507387 1 0 0 0
0.794305778981652 1 0 0 0
0.913070078240708 1 0 0 0
0.780953960202169 1 0 0 0
0.875045006978326 1 0 0 0
0.801492344180588 1 0 0 0
0.878552709764335 1 0 0 0
0.998553812678438 1 0 0 0
1.23280915431678 1 0 0 0
1.42368699016515 1 0 0 0
1.87204338726588 1 0 0 0
2.46910520945676 1 0 0 0
3.10904358047992 1 0 0 0
3.4574888413772 1 0 0 0
3.4466223733034 1 0 0 0
3.45145422033966 1 0 0 0
2.99137140973471 1 0 0 0
3.08744740323164 1 0 0 0
2.93466384755448 1 0 0 0
2.47404313995503 1 0 0 0
