spikerate ITI cue push reward
2.3320403706748 1 0 0 0
1.72783544985577 1 0 0 0
1.65506504708901 1 0 0 0
1.30942575924564 1 0 0 0
1.20696239173412 1 0 0 0
1.31334959587548 1 0 0 0
1.2285548109503 1 0 0 0
1.15549907241075 1 0 0 0
1.35589002456982 1 0 0 0
3.30151544767432 1 0 0 0
6.42491009784862 1 0 0 0
9.98585182242095 1 0 0 0
11.3702340750024 1 0 0 0
12.163155246526 1 0 0 0
9.51347209047526 1 0 0 0
8.26549722114578 1 0 0 0
6.76440459210426 1 0 0 0
5.4085839074105 1 0 0 0
3.23568377643824 1 0 0 0
2.24583636736497 1 0 0 0
1.46051164483652 1 0 0 0
0.643271680019097 1 0 0 0
0.0736732254154049 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
2.17448803596199 1 0 0 0
6.9360020570457 1 0 0 0
8.52793629746884 1 0 0 0
12.4937955988571 1 0 0 0
10.6897304067388 1 0 0 0
8.92181694507599 1 0 0 0
5.02538681030273 1 0 0 0
4.2530993669061 1 0 0 0
4.00083500426263 1 0 0 0
2.37882812507451 1 0 0 0
0.968627655311138 1 0 0 0
0.742646836442873 1 0 0 0
0.614353426499292 1 0 0 0
0.20951256283297 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0.0169288905453868 1 0 0 0
0.0697830228091334 1 0 0 0
0.154444293002598 1 0 0 0
0.167513085671089 1 0 0 0
0.265519179265539 1 0 0 0
0.288636239929474 1 0 0 0
0.228485370826093 1 0 0 0
0.303073049167324 1 0 0 0
0.158257172188314 1 0 0 0
0.0955564887590299 1 0 0 0
0.0548951829841826 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0.0877013968647589 1 0 0 0
0.0792191267464659 1 0 0 0
0.293743709335104 1 0 0 0
0.31071072010036 1 0 0 0
0.462528507341631 1 0 0 0
0.419420663092751 1 0 0 0
0.556101607799064 1 0 0 0
0.336785934450745 1 0 0 0
0.448512051661965 1 0 0 0
0.3186497333445 1 0 0 0
0.43591573194135 1 0 0 0
0.286466631223448 1 0 0 0
0.473945954581723 1 0 0 0
0.566394810448401 1 0 0 0
0.464425458631013 1 0 0 0
0.581715728912968 1 0 0 0
0.808073535154108 1 0 0 0
0.764271237130743 1 0 0 0
0.76672342402162 1 0 0 0
0.93499559443444 1 0 0 0
1.04984294739552 1 0 0 0
0.906319830392022 1 0 0 0
0.978975920588709 1 0 0 0
1.00826902053086 1 0 0 0
0.975830007519107 1 0 0 0
1.17243916611187 1 0 0 0
0.879695671756053 1 0 0 0
1.38937149313278 1 0 0 0
2.40484200185165 1 0 0 0
4.07518865540624 1 0 0 0
7.83461006358266 1 0 0 0
9.33857355266809 1 0 0 0
9.17984615080059 1 0 0 0
7.69065448548645 1 0 0 0
6.40601984923705 1 0 0 0
3.91915976069868 1 0 0 0
3.62043420318514 1 0 0 0
2.65144399600103 1 0 0 0
2.53201031591743 1 0 0 0
2.06509770941921 1 0 0 0
2.24247755249962 1 0 0 0
1.93227584531996 1 0 0 0
2.12664803257212 1 0 0 0
1.53036139818141 1 0 0 0
1.69783194724005 1 0 0 0
1.39580028917408 1 0 0 0
1.33311160607263 1 0 0 0
0.968796623055823 1 0 0 0
0.810881072538905 1 0 0 0
0.557131421373924 1 0 0 0
0.633128078334266 1 0 0 0
0.766161778301466 1 0 0 0
0.625503242190462 1 0 0 0
0.78299885353772 1 0 0 0
0.298658531391993 1 0 0 0
0.379267235985026 0 1 0 0
0.467883655801415 0 0 0 0
0.412474346376257 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 0 0
0 0 0 1 0
0 0 0 1 0
2.42405247990973 0 0 1 0
12.206312501803 0 0 0 0
23.0198525823653 0 0 0 0
28.3509637229145 0 0 0 0
30.5343675427139 0 0 0 0
26.5077403746545 0 0 0 0
21.8164836987853 0 0 0 0
17.397805582732 0 0 0 0
12.7850139979273 0 0 0 0
8.56797175947577 0 0 0 0
5.91876800172031 0 0 0 0
4.34968055924401 0 0 0 0
3.09172421111725 0 0 0 0
1.90010714868549 0 0 0 0
1.06170644721715 0 0 0 0
0.396318566345144 0 0 0 0
0.634122421615757 0 0 0 0
0.382316706236452 0 0 0 0
0.743751028494444 0 0 0 0
0.293472351767576 0 0 0 0
0.382036440669253 0 0 0 0
0.160268887896109 0 0 0 0
0.0695029211783549 0 0 0 0
0 0 0 0 0
0.0472635956612066 0 0 0 0
0 0 0 0 0
