spikerate ITI cue push reward
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0 1 0 0 0
0.046192716126825 1 0 0 0
0.0501131198689109 1 0 0 0
0.158652314439678 1 0 0 0
0.107215160369378 1 0 0 0
0.190395905519836 1 0 0 0
0.206334467293345 1 0 0 0
0.211380328437372 1 0 0 0
0.224162124141003 1 0 0 0
0.279357976978645 1 0 0 0
0.416143375332467 1 0 0 0
0.477940913697239 1 0 0 0
0.540966597327497 1 0 0 0
0.692868146870751 1 0 0 0
0.768302321375813 1 0 0 0
0.955789582803845 1 0 0 0
1.14932414726354 1 0 0 0
1.33492381428368 1 0 0 0
1.53897606651299 1 0 0 0
1.68130538077094 1 0 0 0
1.971801801119 1 0 0 0
2.56317920866422 1 0 0 0
2.86224638693966 1 0 0 0
3.12788039445877 1 0 0 0
4.06688300427049 1 0 0 0
3.54591128416359 1 0 0 0
